savol,modda_num,modda_text
Qanday holatda ish beruvchi kasaba uyushmasi qo‘mitasi bilan kelishuvga boradi?,mehnat kodeksi 6-modda,"Mehnat sohasidagi ijtimoiy sheriklik prinsipi xodimlarning, ular vakillarining, ish beruvchilarning, ular vakillarining, shuningdek davlat organlarining ijtimoiy-mehnat munosabatlarini tartibga solish masalalari yuzasidan xodimlarning, ish beruvchilarning va davlatning manfaatlarini muvofiqlashtirishni ta’minlashga qaratilgan hamkorligidan iboratdir.
Mehnat sohasidagi ijtimoiy sheriklik prinsipiga asoslangan holda mehnat to‘g‘risidagi qonunchilik:
yakka tartibdagi mehnatga oid munosabatlarni hamda ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni tartibga solish masalalari yuzasidan xodimlarning va ish beruvchilarning manfaatlarini muvofiqlashtirish maqsadida mehnat sohasidagi ikki tomonlama (xodimlar, ularning vakillari va ish beruvchilar, ularning vakillari o‘rtasidagi) va uch tomonlama (xodimlarning, ish beruvchilarning vakillari va ijro etuvchi hokimiyat organlari o‘rtasidagi) hamkorlikni amalga oshirish uchun zarur shart-sharoitlar yaratadi;
xodimlarning va ish beruvchilarning vakillikni ta’minlash hamda o‘z manfaatlarini himoya qilish uchun birlashishga bo‘lgan huquqini kafolatlaydi;
xodimlar va ish beruvchilar vakillarining jamoaviy muzokaralar olib borishga, jamoa kelishuvlarini hamda jamoa shartnomasini tuzishga bo‘lgan huquqini mustahkamlaydi;
ish beruvchi tomonidan boshlang‘ich kasaba uyushmasi tashkilotining saylab qo‘yiladigan organi (kasaba uyushmasi qo‘mitasi, kasaba uyushmasining tashkilotchisi yoki kasaba uyushmasi guruhining tashkilotchisi) yoki xodimlarning boshqa vakillik organi (bundan buyon matnda kasaba uyushmasi qo‘mitasi deb yuritiladi) bilan kelishgan holda qanday ichki hujjatlar qabul qilinishi mumkinligini belgilaydi;
mehnat nizolarini hal qilishda (tartibga solishda) xodimlarning va ish beruvchilarning vakillari ishtirokini nazarda tutadi;
xodimlarning va ish beruvchilarning mehnat sohasidagi manfaatlari muvozanatini ta’minlashga qaratilgan boshqa chora-tadbirlarni mustahkamlaydi."
Kasaba uyushmasi qo‘mitasining qanday turlari mavjud?,mehnat kodeksi 6-modda,"Mehnat sohasidagi ijtimoiy sheriklik prinsipi xodimlarning, ular vakillarining, ish beruvchilarning, ular vakillarining, shuningdek davlat organlarining ijtimoiy-mehnat munosabatlarini tartibga solish masalalari yuzasidan xodimlarning, ish beruvchilarning va davlatning manfaatlarini muvofiqlashtirishni ta’minlashga qaratilgan hamkorligidan iboratdir.
Mehnat sohasidagi ijtimoiy sheriklik prinsipiga asoslangan holda mehnat to‘g‘risidagi qonunchilik:
yakka tartibdagi mehnatga oid munosabatlarni hamda ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni tartibga solish masalalari yuzasidan xodimlarning va ish beruvchilarning manfaatlarini muvofiqlashtirish maqsadida mehnat sohasidagi ikki tomonlama (xodimlar, ularning vakillari va ish beruvchilar, ularning vakillari o‘rtasidagi) va uch tomonlama (xodimlarning, ish beruvchilarning vakillari va ijro etuvchi hokimiyat organlari o‘rtasidagi) hamkorlikni amalga oshirish uchun zarur shart-sharoitlar yaratadi;
xodimlarning va ish beruvchilarning vakillikni ta’minlash hamda o‘z manfaatlarini himoya qilish uchun birlashishga bo‘lgan huquqini kafolatlaydi;
xodimlar va ish beruvchilar vakillarining jamoaviy muzokaralar olib borishga, jamoa kelishuvlarini hamda jamoa shartnomasini tuzishga bo‘lgan huquqini mustahkamlaydi;
ish beruvchi tomonidan boshlang‘ich kasaba uyushmasi tashkilotining saylab qo‘yiladigan organi (kasaba uyushmasi qo‘mitasi, kasaba uyushmasining tashkilotchisi yoki kasaba uyushmasi guruhining tashkilotchisi) yoki xodimlarning boshqa vakillik organi (bundan buyon matnda kasaba uyushmasi qo‘mitasi deb yuritiladi) bilan kelishgan holda qanday ichki hujjatlar qabul qilinishi mumkinligini belgilaydi;
mehnat nizolarini hal qilishda (tartibga solishda) xodimlarning va ish beruvchilarning vakillari ishtirokini nazarda tutadi;
xodimlarning va ish beruvchilarning mehnat sohasidagi manfaatlari muvozanatini ta’minlashga qaratilgan boshqa chora-tadbirlarni mustahkamlaydi."
Ichki hujjatlarni qabul qilishda kimlarning roziligi zarur?,mehnat kodeksi 6-modda,"Mehnat sohasidagi ijtimoiy sheriklik prinsipi xodimlarning, ular vakillarining, ish beruvchilarning, ular vakillarining, shuningdek davlat organlarining ijtimoiy-mehnat munosabatlarini tartibga solish masalalari yuzasidan xodimlarning, ish beruvchilarning va davlatning manfaatlarini muvofiqlashtirishni ta’minlashga qaratilgan hamkorligidan iboratdir.
Mehnat sohasidagi ijtimoiy sheriklik prinsipiga asoslangan holda mehnat to‘g‘risidagi qonunchilik:
yakka tartibdagi mehnatga oid munosabatlarni hamda ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni tartibga solish masalalari yuzasidan xodimlarning va ish beruvchilarning manfaatlarini muvofiqlashtirish maqsadida mehnat sohasidagi ikki tomonlama (xodimlar, ularning vakillari va ish beruvchilar, ularning vakillari o‘rtasidagi) va uch tomonlama (xodimlarning, ish beruvchilarning vakillari va ijro etuvchi hokimiyat organlari o‘rtasidagi) hamkorlikni amalga oshirish uchun zarur shart-sharoitlar yaratadi;
xodimlarning va ish beruvchilarning vakillikni ta’minlash hamda o‘z manfaatlarini himoya qilish uchun birlashishga bo‘lgan huquqini kafolatlaydi;
xodimlar va ish beruvchilar vakillarining jamoaviy muzokaralar olib borishga, jamoa kelishuvlarini hamda jamoa shartnomasini tuzishga bo‘lgan huquqini mustahkamlaydi;
ish beruvchi tomonidan boshlang‘ich kasaba uyushmasi tashkilotining saylab qo‘yiladigan organi (kasaba uyushmasi qo‘mitasi, kasaba uyushmasining tashkilotchisi yoki kasaba uyushmasi guruhining tashkilotchisi) yoki xodimlarning boshqa vakillik organi (bundan buyon matnda kasaba uyushmasi qo‘mitasi deb yuritiladi) bilan kelishgan holda qanday ichki hujjatlar qabul qilinishi mumkinligini belgilaydi;
mehnat nizolarini hal qilishda (tartibga solishda) xodimlarning va ish beruvchilarning vakillari ishtirokini nazarda tutadi;
xodimlarning va ish beruvchilarning mehnat sohasidagi manfaatlari muvozanatini ta’minlashga qaratilgan boshqa chora-tadbirlarni mustahkamlaydi."
Mehnat nizolarini tartibga solishda kimlar ishtirok etadi?,mehnat kodeksi 6-modda,"Mehnat sohasidagi ijtimoiy sheriklik prinsipi xodimlarning, ular vakillarining, ish beruvchilarning, ular vakillarining, shuningdek davlat organlarining ijtimoiy-mehnat munosabatlarini tartibga solish masalalari yuzasidan xodimlarning, ish beruvchilarning va davlatning manfaatlarini muvofiqlashtirishni ta’minlashga qaratilgan hamkorligidan iboratdir.
Mehnat sohasidagi ijtimoiy sheriklik prinsipiga asoslangan holda mehnat to‘g‘risidagi qonunchilik:
yakka tartibdagi mehnatga oid munosabatlarni hamda ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni tartibga solish masalalari yuzasidan xodimlarning va ish beruvchilarning manfaatlarini muvofiqlashtirish maqsadida mehnat sohasidagi ikki tomonlama (xodimlar, ularning vakillari va ish beruvchilar, ularning vakillari o‘rtasidagi) va uch tomonlama (xodimlarning, ish beruvchilarning vakillari va ijro etuvchi hokimiyat organlari o‘rtasidagi) hamkorlikni amalga oshirish uchun zarur shart-sharoitlar yaratadi;
xodimlarning va ish beruvchilarning vakillikni ta’minlash hamda o‘z manfaatlarini himoya qilish uchun birlashishga bo‘lgan huquqini kafolatlaydi;
xodimlar va ish beruvchilar vakillarining jamoaviy muzokaralar olib borishga, jamoa kelishuvlarini hamda jamoa shartnomasini tuzishga bo‘lgan huquqini mustahkamlaydi;
ish beruvchi tomonidan boshlang‘ich kasaba uyushmasi tashkilotining saylab qo‘yiladigan organi (kasaba uyushmasi qo‘mitasi, kasaba uyushmasining tashkilotchisi yoki kasaba uyushmasi guruhining tashkilotchisi) yoki xodimlarning boshqa vakillik organi (bundan buyon matnda kasaba uyushmasi qo‘mitasi deb yuritiladi) bilan kelishgan holda qanday ichki hujjatlar qabul qilinishi mumkinligini belgilaydi;
mehnat nizolarini hal qilishda (tartibga solishda) xodimlarning va ish beruvchilarning vakillari ishtirokini nazarda tutadi;
xodimlarning va ish beruvchilarning mehnat sohasidagi manfaatlari muvozanatini ta’minlashga qaratilgan boshqa chora-tadbirlarni mustahkamlaydi."
Mehnat sohasidagi manfaatlar muvozanatini ta’minlash uchun yana qanday chora-tadbirlar ko‘zda tutilgan?,mehnat kodeksi 6-modda,"Mehnat sohasidagi ijtimoiy sheriklik prinsipi xodimlarning, ular vakillarining, ish beruvchilarning, ular vakillarining, shuningdek davlat organlarining ijtimoiy-mehnat munosabatlarini tartibga solish masalalari yuzasidan xodimlarning, ish beruvchilarning va davlatning manfaatlarini muvofiqlashtirishni ta’minlashga qaratilgan hamkorligidan iboratdir.
Mehnat sohasidagi ijtimoiy sheriklik prinsipiga asoslangan holda mehnat to‘g‘risidagi qonunchilik:
yakka tartibdagi mehnatga oid munosabatlarni hamda ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni tartibga solish masalalari yuzasidan xodimlarning va ish beruvchilarning manfaatlarini muvofiqlashtirish maqsadida mehnat sohasidagi ikki tomonlama (xodimlar, ularning vakillari va ish beruvchilar, ularning vakillari o‘rtasidagi) va uch tomonlama (xodimlarning, ish beruvchilarning vakillari va ijro etuvchi hokimiyat organlari o‘rtasidagi) hamkorlikni amalga oshirish uchun zarur shart-sharoitlar yaratadi;
xodimlarning va ish beruvchilarning vakillikni ta’minlash hamda o‘z manfaatlarini himoya qilish uchun birlashishga bo‘lgan huquqini kafolatlaydi;
xodimlar va ish beruvchilar vakillarining jamoaviy muzokaralar olib borishga, jamoa kelishuvlarini hamda jamoa shartnomasini tuzishga bo‘lgan huquqini mustahkamlaydi;
ish beruvchi tomonidan boshlang‘ich kasaba uyushmasi tashkilotining saylab qo‘yiladigan organi (kasaba uyushmasi qo‘mitasi, kasaba uyushmasining tashkilotchisi yoki kasaba uyushmasi guruhining tashkilotchisi) yoki xodimlarning boshqa vakillik organi (bundan buyon matnda kasaba uyushmasi qo‘mitasi deb yuritiladi) bilan kelishgan holda qanday ichki hujjatlar qabul qilinishi mumkinligini belgilaydi;
mehnat nizolarini hal qilishda (tartibga solishda) xodimlarning va ish beruvchilarning vakillari ishtirokini nazarda tutadi;
xodimlarning va ish beruvchilarning mehnat sohasidagi manfaatlari muvozanatini ta’minlashga qaratilgan boshqa chora-tadbirlarni mustahkamlaydi."
Mehnat to‘g‘risidagi qonunchilik nima maqsadda vositalar va usullar majmuini mustahkamlaydi?,mehnat kodeksi 7-modda,"Mehnat to‘g‘risidagi qonunchilik quyidagilarni ta’minlaydigan vositalar va usullar majmuini mustahkamlaydi:
xodimlarning va ish beruvchilarning mehnat to‘g‘risidagi qonunchilikda hamda mehnat haqidagi boshqa huquqiy hujjatlarda, shuningdek mehnat shartnomasida belgilangan mehnat sohasidagi huquqlari amalga oshirilishini;
mehnat to‘g‘risidagi qonunchilikda hamda mehnat haqidagi boshqa huquqiy hujjatlarda, shuningdek mehnat shartnomasida belgilangan majburiyatlarning ish beruvchilar va xodimlar tomonidan bajarilishini;
xodimlar va ish beruvchilarning mehnat huquqlari himoya qilinishini hamda buzilgan huquqlari tiklanishini;
xodimlarning mehnat huquqlari, mehnat to‘g‘risidagi qonunchilik buzilganligi uchun ish beruvchining javobgarligini, shuningdek o‘z mehnat majburiyatlarini buzganligi uchun xodimning javobgarligini."
Mehnat qonunchiligi xodimlarning qanday huquqlarini amalga oshirishni ta'minlaydi?,mehnat kodeksi 7-modda,"Mehnat to‘g‘risidagi qonunchilik quyidagilarni ta’minlaydigan vositalar va usullar majmuini mustahkamlaydi:
xodimlarning va ish beruvchilarning mehnat to‘g‘risidagi qonunchilikda hamda mehnat haqidagi boshqa huquqiy hujjatlarda, shuningdek mehnat shartnomasida belgilangan mehnat sohasidagi huquqlari amalga oshirilishini;
mehnat to‘g‘risidagi qonunchilikda hamda mehnat haqidagi boshqa huquqiy hujjatlarda, shuningdek mehnat shartnomasida belgilangan majburiyatlarning ish beruvchilar va xodimlar tomonidan bajarilishini;
xodimlar va ish beruvchilarning mehnat huquqlari himoya qilinishini hamda buzilgan huquqlari tiklanishini;
xodimlarning mehnat huquqlari, mehnat to‘g‘risidagi qonunchilik buzilganligi uchun ish beruvchining javobgarligini, shuningdek o‘z mehnat majburiyatlarini buzganligi uchun xodimning javobgarligini."
Mehnat haqidagi huquqiy hujjatlar deganda nimalar tushuniladi?,mehnat kodeksi 7-modda,"Mehnat to‘g‘risidagi qonunchilik quyidagilarni ta’minlaydigan vositalar va usullar majmuini mustahkamlaydi:
xodimlarning va ish beruvchilarning mehnat to‘g‘risidagi qonunchilikda hamda mehnat haqidagi boshqa huquqiy hujjatlarda, shuningdek mehnat shartnomasida belgilangan mehnat sohasidagi huquqlari amalga oshirilishini;
mehnat to‘g‘risidagi qonunchilikda hamda mehnat haqidagi boshqa huquqiy hujjatlarda, shuningdek mehnat shartnomasida belgilangan majburiyatlarning ish beruvchilar va xodimlar tomonidan bajarilishini;
xodimlar va ish beruvchilarning mehnat huquqlari himoya qilinishini hamda buzilgan huquqlari tiklanishini;
xodimlarning mehnat huquqlari, mehnat to‘g‘risidagi qonunchilik buzilganligi uchun ish beruvchining javobgarligini, shuningdek o‘z mehnat majburiyatlarini buzganligi uchun xodimning javobgarligini."
Mehnat shartnomasida belgilangan huquqlarni amalga oshirishda qonunchilik qanday rol o‘ynaydi?,mehnat kodeksi 7-modda,"Mehnat to‘g‘risidagi qonunchilik quyidagilarni ta’minlaydigan vositalar va usullar majmuini mustahkamlaydi:
xodimlarning va ish beruvchilarning mehnat to‘g‘risidagi qonunchilikda hamda mehnat haqidagi boshqa huquqiy hujjatlarda, shuningdek mehnat shartnomasida belgilangan mehnat sohasidagi huquqlari amalga oshirilishini;
mehnat to‘g‘risidagi qonunchilikda hamda mehnat haqidagi boshqa huquqiy hujjatlarda, shuningdek mehnat shartnomasida belgilangan majburiyatlarning ish beruvchilar va xodimlar tomonidan bajarilishini;
xodimlar va ish beruvchilarning mehnat huquqlari himoya qilinishini hamda buzilgan huquqlari tiklanishini;
xodimlarning mehnat huquqlari, mehnat to‘g‘risidagi qonunchilik buzilganligi uchun ish beruvchining javobgarligini, shuningdek o‘z mehnat majburiyatlarini buzganligi uchun xodimning javobgarligini."
Mehnat qonunchiligi kimlarning majburiyatlarini bajarilishini ta'minlaydi?,mehnat kodeksi 7-modda,"Mehnat to‘g‘risidagi qonunchilik quyidagilarni ta’minlaydigan vositalar va usullar majmuini mustahkamlaydi:
xodimlarning va ish beruvchilarning mehnat to‘g‘risidagi qonunchilikda hamda mehnat haqidagi boshqa huquqiy hujjatlarda, shuningdek mehnat shartnomasida belgilangan mehnat sohasidagi huquqlari amalga oshirilishini;
mehnat to‘g‘risidagi qonunchilikda hamda mehnat haqidagi boshqa huquqiy hujjatlarda, shuningdek mehnat shartnomasida belgilangan majburiyatlarning ish beruvchilar va xodimlar tomonidan bajarilishini;
xodimlar va ish beruvchilarning mehnat huquqlari himoya qilinishini hamda buzilgan huquqlari tiklanishini;
xodimlarning mehnat huquqlari, mehnat to‘g‘risidagi qonunchilik buzilganligi uchun ish beruvchining javobgarligini, shuningdek o‘z mehnat majburiyatlarini buzganligi uchun xodimning javobgarligini."
Ish beruvchilar qanday majburiyatlarni bajarishi lozim?,mehnat kodeksi 7-modda,"Mehnat to‘g‘risidagi qonunchilik quyidagilarni ta’minlaydigan vositalar va usullar majmuini mustahkamlaydi:
xodimlarning va ish beruvchilarning mehnat to‘g‘risidagi qonunchilikda hamda mehnat haqidagi boshqa huquqiy hujjatlarda, shuningdek mehnat shartnomasida belgilangan mehnat sohasidagi huquqlari amalga oshirilishini;
mehnat to‘g‘risidagi qonunchilikda hamda mehnat haqidagi boshqa huquqiy hujjatlarda, shuningdek mehnat shartnomasida belgilangan majburiyatlarning ish beruvchilar va xodimlar tomonidan bajarilishini;
xodimlar va ish beruvchilarning mehnat huquqlari himoya qilinishini hamda buzilgan huquqlari tiklanishini;
xodimlarning mehnat huquqlari, mehnat to‘g‘risidagi qonunchilik buzilganligi uchun ish beruvchining javobgarligini, shuningdek o‘z mehnat majburiyatlarini buzganligi uchun xodimning javobgarligini."
Xodimlarning mehnat majburiyatlari nimalardan iborat bo‘lishi mumkin?,mehnat kodeksi 7-modda,"Mehnat to‘g‘risidagi qonunchilik quyidagilarni ta’minlaydigan vositalar va usullar majmuini mustahkamlaydi:
xodimlarning va ish beruvchilarning mehnat to‘g‘risidagi qonunchilikda hamda mehnat haqidagi boshqa huquqiy hujjatlarda, shuningdek mehnat shartnomasida belgilangan mehnat sohasidagi huquqlari amalga oshirilishini;
mehnat to‘g‘risidagi qonunchilikda hamda mehnat haqidagi boshqa huquqiy hujjatlarda, shuningdek mehnat shartnomasida belgilangan majburiyatlarning ish beruvchilar va xodimlar tomonidan bajarilishini;
xodimlar va ish beruvchilarning mehnat huquqlari himoya qilinishini hamda buzilgan huquqlari tiklanishini;
xodimlarning mehnat huquqlari, mehnat to‘g‘risidagi qonunchilik buzilganligi uchun ish beruvchining javobgarligini, shuningdek o‘z mehnat majburiyatlarini buzganligi uchun xodimning javobgarligini."
Mehnat huquqlari buzilganda kimning huquqlari tiklanadi?,mehnat kodeksi 7-modda,"Mehnat to‘g‘risidagi qonunchilik quyidagilarni ta’minlaydigan vositalar va usullar majmuini mustahkamlaydi:
xodimlarning va ish beruvchilarning mehnat to‘g‘risidagi qonunchilikda hamda mehnat haqidagi boshqa huquqiy hujjatlarda, shuningdek mehnat shartnomasida belgilangan mehnat sohasidagi huquqlari amalga oshirilishini;
mehnat to‘g‘risidagi qonunchilikda hamda mehnat haqidagi boshqa huquqiy hujjatlarda, shuningdek mehnat shartnomasida belgilangan majburiyatlarning ish beruvchilar va xodimlar tomonidan bajarilishini;
xodimlar va ish beruvchilarning mehnat huquqlari himoya qilinishini hamda buzilgan huquqlari tiklanishini;
xodimlarning mehnat huquqlari, mehnat to‘g‘risidagi qonunchilik buzilganligi uchun ish beruvchining javobgarligini, shuningdek o‘z mehnat majburiyatlarini buzganligi uchun xodimning javobgarligini."
Mehnat huquqlarining buzilishi qanday holatlarga olib keladi?,mehnat kodeksi 7-modda,"Mehnat to‘g‘risidagi qonunchilik quyidagilarni ta’minlaydigan vositalar va usullar majmuini mustahkamlaydi:
xodimlarning va ish beruvchilarning mehnat to‘g‘risidagi qonunchilikda hamda mehnat haqidagi boshqa huquqiy hujjatlarda, shuningdek mehnat shartnomasida belgilangan mehnat sohasidagi huquqlari amalga oshirilishini;
mehnat to‘g‘risidagi qonunchilikda hamda mehnat haqidagi boshqa huquqiy hujjatlarda, shuningdek mehnat shartnomasida belgilangan majburiyatlarning ish beruvchilar va xodimlar tomonidan bajarilishini;
xodimlar va ish beruvchilarning mehnat huquqlari himoya qilinishini hamda buzilgan huquqlari tiklanishini;
xodimlarning mehnat huquqlari, mehnat to‘g‘risidagi qonunchilik buzilganligi uchun ish beruvchining javobgarligini, shuningdek o‘z mehnat majburiyatlarini buzganligi uchun xodimning javobgarligini."
